ID	label	region	name	name_full	hemi
49	cortex_rh_PrCO	cortex	PrCO	precentral_operular_area	rh
52	cortex_rh_area_8Ad	cortex	area_8Ad	dorsal_periarcuate_area_8A	rh
53	cortex_rh_area_8Av	cortex	area_8Av	ventral_periarcuate_area_8A	rh
56	cortex_rh_area_8Bd	cortex	area_8Bd	dorsal_area_8B	rh
57	cortex_rh_area_8Bm	cortex	area_8Bm	medial_area_8B	rh
58	cortex_rh_area_8Bs	cortex	area_8Bs	arcuate_sulcus_area_8B	rh
61	cortex_rh_area_9d	cortex	area_9d	dorsal_area_9	rh
62	cortex_rh_area_9m	cortex	area_9m	medial_area_9	rh
63	cortex_rh_area_46d	cortex	area_46d	dorsal_area_46	rh
67	cortex_rh_area_46f	cortex	area_46f	area_46_in_fundus_of_the_principal_sulcus	rh
68	cortex_rh_area_46v	cortex	area_46v	ventral_area_46	rh
70	cortex_rh_area_12l	cortex	area_12l	lateral_area_12	rh
71	cortex_rh_area_12r	cortex	area_12r	rostral_area_12	rh
74	cortex_rh_area_45a	cortex	area_45a	area_45a	rh
75	cortex_rh_area_45b	cortex	area_45b	area_45b	rh
76	cortex_rh_area_44	cortex	area_44	area_44	rh
79	cortex_rh_M1	cortex	M1	primary_motor_cortex	rh
82	cortex_rh_PMdc	cortex	PMdc	caudal_dorsal_premotor_cortex	rh
83	cortex_rh_PMdr	cortex	PMdr	rostral_dorsal_premotor_cortex	rh
85	cortex_rh_F4	cortex	F4	area_F4_of_ventral_premotor_cortex	rh
86	cortex_rh_F5	cortex	F5	area_F5_of_ventral_premotor_cortex	rh
88	cortex_rh_preSMA	cortex	preSMA	presupplementary_motor_area	rh
89	cortex_rh_SMA	cortex	SMA	supplementary_motor_area	rh
93	cortex_rh_area_3a/b	cortex	area_3a/b	areas_3a_and_3b	rh
94	cortex_rh_areas_1-2	cortex	areas_1-2	areas_1-2	rh
95	cortex_rh_SII	cortex	SII	secondary_somatosensory_cortex	rh
98	cortex_rh_V6	cortex	V6	visual_area_V6	rh
100	cortex_rh_V6Av	cortex	V6Av	ventral_visual_area_6A	rh
101	cortex_rh_V6Ad	cortex	V6Ad	dorsal_visual_area_6A	rh
104	cortex_rh_PEc/PEci	cortex	PEc/PEci	areas_PEc_and_PEci	rh
105	cortex_rh_PE	cortex	PE	area_PE	rh
106	cortex_rh_PEa	cortex	PEa	area_PEa	rh
108	cortex_rh_MIP	cortex	MIP	medial_intraparietal_area	rh
110	cortex_rh_VIP	cortex	VIP	ventral_intraparietal_area	rh
111	cortex_rh_PIP	cortex	PIP	posterior_intraparietal_area	rh
114	cortex_rh_AIP	cortex	AIP	anterior_intraparietal_area	rh
116	cortex_rh_LIPd	cortex	LIPd	dorsal_lateral_intraparietal_area	rh
117	cortex_rh_LIPv	cortex	LIPv	ventral_lateral_intraparietal_area	rh
118	cortex_rh_LOP	cortex	LOP	lateral_occipital_parietal_area	rh
119	cortex_rh_MST	cortex	MST	medial_superior_temporal_area	rh
122	cortex_rh_area_7a	cortex	area_7a	caudal_inferior_parietal_lobule_area_7a_(Opt/PG)	rh
123	cortex_rh_area_7b	cortex	area_7b	rostral_inferior_parietal_lobule_area_7b_(PFG/PF)	rh
124	cortex_rh_area_7op	cortex	area_7op	parietal_operculum	rh
126	cortex_rh_area_7m	cortex	area_7m	area_7_(PGm)_on_the_medial_wall	rh
129	cortex_rh_area_31	cortex	area_31	area_31	rh
131	cortex_rh_area_23a	cortex	area_23a	area_23a	rh
132	cortex_rh_area_23b	cortex	area_23b	area_23b	rh
133	cortex_rh_area_23c	cortex	area_23c	area_23c	rh
134	cortex_rh_area_v23	cortex	area_v23	area_v23	rh
136	cortex_rh_area_29	cortex	area_29	area_29	rh
137	cortex_rh_area_30	cortex	area_30	area_30	rh
143	cortex_rh_CA1-CA3	cortex	CA1-CA3	hippocampal_subfields_CA1-CA3	rh
144	cortex_rh_CA4	cortex	CA4	hippocampal_subfield_CA4	rh
145	cortex_rh_DG	cortex	DG	dentate_gyrus	rh
146	cortex_rh_Sub/proS	cortex	Sub/proS	subiculum_and_prosubiculum	rh
147	cortex_rh_preS/paraS	cortex	preS/paraS	presubiculum_and_parasubiculum	rh
150	cortex_rh_TFO	cortex	TFO	area_TFO	rh
151	cortex_rh_TF	cortex	TF	area_TF	rh
152	cortex_rh_TH	cortex	TH	area_TH	rh
156	cortex_rh_EC	cortex	EC	caudal_division_of_entorhinal_cortex	rh
157	cortex_rh_ECL	cortex	ECL	caudal_limiting_division_of_entorhinal_cortex	rh
158	cortex_rh_mid_ERh	cortex	mid_ERh	middle_entorhinal_cortex	rh
159	cortex_rh_rostral_ERh	cortex	rostral_ERh	rostral_entorhinal_cortex	rh
161	cortex_rh_area_35	cortex	area_35	area_35	rh
163	cortex_rh_area_36c	cortex	area_36c	caudal_area_36	rh
164	cortex_rh_area_36r/p	cortex	area_36r/p	rostral_and_polar_area_36	rh
166	cortex_rh_TGa	cortex	TGa	agranular_temporal_pole	rh
169	cortex_rh_TGdd	cortex	TGdd	dorsal_dysgranular_temporal_pole	rh
170	cortex_rh_TGvd	cortex	TGvd	ventral_dysgranular_temporal_pole	rh
172	cortex_rh_TGdg	cortex	TGdg	dorsal_granular_temporal_pole	rh
173	cortex_rh_TGvg	cortex	TGvg	ventral_granular_temporal_pole	rh
174	cortex_rh_TGsts	cortex	TGsts	sts_part_of_temporal_pole	rh
176	cortex_rh_TEO	cortex	TEO	area_TEO	rh
180	cortex_rh_TEpv	cortex	TEpv	posterior_ventral_area_TE	rh
181	cortex_rh_TEpd	cortex	TEpd	posterior_dorsal_area_TE	rh
183	cortex_rh_TEav	cortex	TEav	anterior_ventral_area_TE	rh
184	cortex_rh_TEad	cortex	TEad	anterior_dorsal_area_TE	rh
186	cortex_rh_TEm	cortex	TEm	area_TEm	rh
187	cortex_rh_TEa	cortex	TEa	area_TEa	rh
190	cortex_rh_IPa	cortex	IPa	area_IPa	rh
191	cortex_rh_PGa	cortex	PGa	area_PGa	rh
192	cortex_rh_FST	cortex	FST	floor_of_the_superior_temporal_area	rh
196	cortex_rh_TPO	cortex	TPO	temporal_parietooccipital_associated_area	rh
197	cortex_rh_TAa	cortex	TAa	area_TAa	rh
198	cortex_rh_STGr	cortex	STGr	rostral_superior_temporal_gyrus	rh
200	cortex_rh_Tpt	cortex	Tpt	temporo-parietal_area	rh
202	cortex_rh_CPB	cortex	CPB	caudal_parabelt_region	rh
203	cortex_rh_RPB	cortex	RPB	rostral_parabelt_region	rh
208	cortex_rh_CL	cortex	CL	caudal_lateral_belt_region	rh
209	cortex_rh_ML	cortex	ML	middle_lateral_belt_region	rh
211	cortex_rh_AL	cortex	AL	anterior_lateral_belt_region	rh
212	cortex_rh_RTL	cortex	RTL	lateral_rostrotemporal_belt_region	rh
214	cortex_rh_CM	cortex	CM	caudomedial_belt_region	rh
216	cortex_rh_RM	cortex	RM	rostromedial_belt_region	rh
217	cortex_rh_RTM	cortex	RTM	medial_rostrotemporal_belt_region	rh
218	cortex_rh_RTp	cortex	RTp	polar_rostrotemporal_cortex	rh
221	cortex_rh_R	cortex	R	rostral_core_region	rh
222	cortex_rh_RT	cortex	RT	rostrotemporal_core_region	rh
223	cortex_rh_AI	cortex	AI	primary_auditory_cortex	rh
226	cortex_rh_Pi	cortex	Pi	parainsula	rh
228	cortex_rh_Ia/Id	cortex	Ia/Id	agranular_and_dysgranular_insula	rh
229	cortex_rh_Ig	cortex	Ig	granular_insula	rh
230	cortex_rh_Ri	cortex	Ri	retroinsula	rh
232	cortex_rh_MT	cortex	MT	middle_temporal_area	rh
235	cortex_rh_V4d	cortex	V4d	dorsal_visual_area_4	rh
236	cortex_rh_V4v	cortex	V4v	ventral_visual_area_4	rh
240	cortex_rh_V3A	cortex	V3A	visual_area_V3A	rh
241	cortex_rh_V3d	cortex	V3d	dorsal_visual_area_3	rh
242	cortex_rh_V3v	cortex	V3v	ventral_visual_area_3	rh
244	cortex_rh_possibly_V2	cortex	possibly_V2	possibly_part_of_visual_area_2	rh
245	cortex_rh_clearly_V2	cortex	clearly_V2	clearly_part_of_visual_area_2	rh
246	cortex_rh_V1	cortex	V1	primary_visual_cortex	rh
1004	cortex_kg_area_32	cortex	area_32	area_32	kg
1005	cortex_lh_area_25	cortex	area_25	subgenual_cortex	lh
1008	cortex_lh_area_24a	cortex	area_24a	area_24a	lh
1009	cortex_lh_area_24b	cortex	area_24b	area_24b	lh
1010	cortex_lh_area_24c	cortex	area_24c	area_24c	lh
1013	cortex_lh_area_24a_prime	cortex	area_24a_prime	area_24a'	lh
1014	cortex_lh_area_24b_prime	cortex	area_24b_prime	area_24b'	lh
1015	cortex_lh_area_24c_prime	cortex	area_24c_prime	area_24c'	lh
1019	cortex_lh_area_10mr	cortex	area_10mr	rostral_medial_frontal_pole	lh
1020	cortex_lh_area_10mc	cortex	area_10mc	caudal_medial_frontal_pole	lh
1021	cortex_lh_area_10o	cortex	area_10o	orbital_frontal_pole	lh
1023	cortex_lh_area_14r	cortex	area_14r	rostral_gyrus_rectus	lh
1024	cortex_lh_area_14c	cortex	area_14c	caudal_gyrus_rectus	lh
1028	cortex_lh_area_11m	cortex	area_11m	medial_area_11	lh
1029	cortex_lh_area_11l	cortex	area_11l	lateral_area_11	lh
1031	cortex_lh_area_13a/b	cortex	area_13a/b	areas_13a_and_13b	lh
1032	cortex_lh_area_13m	cortex	area_13m	medial_area_13	lh
1033	cortex_lh_area_13l	cortex	area_13l	lateral_area_13	lh
1035	cortex_lh_area_12m	cortex	area_12m	medial_area_12	lh
1036	cortex_lh_area_12o	cortex	area_12o	orbital_area_12	lh
1039	cortex_lh_Iam/Iapm	cortex	Iam/Iapm	medial_agranular_insular_region	lh
1041	cortex_lh_Iai	cortex	Iai	intermediate_agranular_insula_area	lh
1042	cortex_lh_Ial	cortex	Ial	lateral_agranular_insula_area	lh
1043	cortex_lh_Iapl	cortex	Iapl	posterior_lateral_agranular_insula_area	lh
1045	cortex_lh_AON/TTv	cortex	AON/TTv	anterior_olfactory_cortex	lh
1046	cortex_lh_OT/Pir	cortex	OT/Pir	posterior_olfactory_cortex	lh
1048	cortex_lh_G	cortex	G	gustatory_cortex	lh
1049	cortex_lh_PrCO	cortex	PrCO	precentral_operular_area	lh
1052	cortex_lh_area_8Ad	cortex	area_8Ad	dorsal_periarcuate_area_8A	lh
1053	cortex_lh_area_8Av	cortex	area_8Av	ventral_periarcuate_area_8A	lh
1056	cortex_lh_area_8Bd	cortex	area_8Bd	dorsal_area_8B	lh
1057	cortex_lh_area_8Bm	cortex	area_8Bm	medial_area_8B	lh
1058	cortex_lh_area_8Bs	cortex	area_8Bs	arcuate_sulcus_area_8B	lh
1061	cortex_lh_area_9d	cortex	area_9d	dorsal_area_9	lh
1062	cortex_lh_area_9m	cortex	area_9m	medial_area_9	lh
1063	cortex_lh_area_46d	cortex	area_46d	dorsal_area_46	lh
1067	cortex_lh_area_46f	cortex	area_46f	area_46_in_fundus_of_the_principal_sulcus	lh
1068	cortex_lh_area_46v	cortex	area_46v	ventral_area_46	lh
1070	cortex_lh_area_12l	cortex	area_12l	lateral_area_12	lh
1071	cortex_lh_area_12r	cortex	area_12r	rostral_area_12	lh
1074	cortex_lh_area_45a	cortex	area_45a	area_45a	lh
1075	cortex_lh_area_45b	cortex	area_45b	area_45b	lh
1076	cortex_lh_area_44	cortex	area_44	area_44	lh
1079	cortex_lh_M1	cortex	M1	primary_motor_cortex	lh
1082	cortex_lh_PMdc	cortex	PMdc	caudal_dorsal_premotor_cortex	lh
1083	cortex_lh_PMdr	cortex	PMdr	rostral_dorsal_premotor_cortex	lh
1085	cortex_lh_F4	cortex	F4	area_F4_of_ventral_premotor_cortex	lh
1086	cortex_lh_F5	cortex	F5	area_F5_of_ventral_premotor_cortex	lh
1088	cortex_lh_preSMA	cortex	preSMA	presupplementary_motor_area	lh
1089	cortex_lh_SMA	cortex	SMA	supplementary_motor_area	lh
1093	cortex_lh_area_3a/b	cortex	area_3a/b	areas_3a_and_3b	lh
1094	cortex_lh_areas_1-2	cortex	areas_1-2	areas_1-2	lh
1095	cortex_lh_SII	cortex	SII	secondary_somatosensory_cortex	lh
1098	cortex_lh_V6	cortex	V6	visual_area_V6	lh
1100	cortex_lh_V6Av	cortex	V6Av	ventral_visual_area_6A	lh
1101	cortex_lh_V6Ad	cortex	V6Ad	dorsal_visual_area_6A	lh
1104	cortex_lh_PEc/PEci	cortex	PEc/PEci	areas_PEc_and_PEci	lh
1105	cortex_lh_PE	cortex	PE	area_PE	lh
1106	cortex_lh_PEa	cortex	PEa	area_PEa	lh
1108	cortex_lh_MIP	cortex	MIP	medial_intraparietal_area	lh
1110	cortex_lh_VIP	cortex	VIP	ventral_intraparietal_area	lh
1111	cortex_lh_PIP	cortex	PIP	posterior_intraparietal_area	lh
1114	cortex_lh_AIP	cortex	AIP	anterior_intraparietal_area	lh
1116	cortex_lh_LIPd	cortex	LIPd	dorsal_lateral_intraparietal_area	lh
1117	cortex_lh_LIPv	cortex	LIPv	ventral_lateral_intraparietal_area	lh
1118	cortex_lh_LOP	cortex	LOP	lateral_occipital_parietal_area	lh
1119	cortex_lh_MST	cortex	MST	medial_superior_temporal_area	lh
1122	cortex_lh_area_7a	cortex	area_7a	caudal_inferior_parietal_lobule_area_7a_(Opt/PG)	lh
1123	cortex_lh_area_7b	cortex	area_7b	rostral_inferior_parietal_lobule_area_7b_(PFG/PF)	lh
1124	cortex_lh_area_7op	cortex	area_7op	parietal_operculum	lh
1126	cortex_lh_area_7m	cortex	area_7m	area_7_(PGm)_on_the_medial_wall	lh
1129	cortex_lh_area_31	cortex	area_31	area_31	lh
1131	cortex_lh_area_23a	cortex	area_23a	area_23a	lh
1132	cortex_lh_area_23b	cortex	area_23b	area_23b	lh
1133	cortex_lh_area_23c	cortex	area_23c	area_23c	lh
1134	cortex_lh_area_v23	cortex	area_v23	area_v23	lh
1136	cortex_lh_area_29	cortex	area_29	area_29	lh
1137	cortex_lh_area_30	cortex	area_30	area_30	lh
1143	cortex_lh_CA1-CA3	cortex	CA1-CA3	hippocampal_subfields_CA1-CA3	lh
1144	cortex_lh_CA4	cortex	CA4	hippocampal_subfield_CA4	lh
1145	cortex_lh_DG	cortex	DG	dentate_gyrus	lh
1146	cortex_lh_Sub/proS	cortex	Sub/proS	subiculum_and_prosubiculum	lh
1147	cortex_lh_preS/paraS	cortex	preS/paraS	presubiculum_and_parasubiculum	lh
1150	cortex_lh_TFO	cortex	TFO	area_TFO	lh
1151	cortex_lh_TF	cortex	TF	area_TF	lh
1152	cortex_lh_TH	cortex	TH	area_TH	lh
1156	cortex_lh_EC	cortex	EC	caudal_division_of_entorhinal_cortex	lh
1157	cortex_lh_ECL	cortex	ECL	caudal_limiting_division_of_entorhinal_cortex	lh
1158	cortex_lh_mid_ERh	cortex	mid_ERh	middle_entorhinal_cortex	lh
1159	cortex_lh_rostral_ERh	cortex	rostral_ERh	rostral_entorhinal_cortex	lh
1161	cortex_lh_area_35	cortex	area_35	area_35	lh
1163	cortex_lh_area_36c	cortex	area_36c	caudal_area_36	lh
1164	cortex_lh_area_36r/p	cortex	area_36r/p	rostral_and_polar_area_36	lh
1166	cortex_lh_TGa	cortex	TGa	agranular_temporal_pole	lh
1169	cortex_lh_TGdd	cortex	TGdd	dorsal_dysgranular_temporal_pole	lh
1170	cortex_lh_TGvd	cortex	TGvd	ventral_dysgranular_temporal_pole	lh
1172	cortex_lh_TGdg	cortex	TGdg	dorsal_granular_temporal_pole	lh
1173	cortex_lh_TGvg	cortex	TGvg	ventral_granular_temporal_pole	lh
1174	cortex_lh_TGsts	cortex	TGsts	sts_part_of_temporal_pole	lh
1176	cortex_lh_TEO	cortex	TEO	area_TEO	lh
1180	cortex_lh_TEpv	cortex	TEpv	posterior_ventral_area_TE	lh
1181	cortex_lh_TEpd	cortex	TEpd	posterior_dorsal_area_TE	lh
1183	cortex_lh_TEav	cortex	TEav	anterior_ventral_area_TE	lh
1184	cortex_lh_TEad	cortex	TEad	anterior_dorsal_area_TE	lh
1186	cortex_lh_TEm	cortex	TEm	area_TEm	lh
1187	cortex_lh_TEa	cortex	TEa	area_TEa	lh
1190	cortex_lh_IPa	cortex	IPa	area_IPa	lh
1191	cortex_lh_PGa	cortex	PGa	area_PGa	lh
1192	cortex_lh_FST	cortex	FST	floor_of_the_superior_temporal_area	lh
1196	cortex_lh_TPO	cortex	TPO	temporal_parietooccipital_associated_area	lh
1197	cortex_lh_TAa	cortex	TAa	area_TAa	lh
1198	cortex_lh_STGr	cortex	STGr	rostral_superior_temporal_gyrus	lh
1200	cortex_lh_Tpt	cortex	Tpt	temporo-parietal_area	lh
1202	cortex_lh_CPB	cortex	CPB	caudal_parabelt_region	lh
1203	cortex_lh_RPB	cortex	RPB	rostral_parabelt_region	lh
1208	cortex_lh_CL	cortex	CL	caudal_lateral_belt_region	lh
1209	cortex_lh_ML	cortex	ML	middle_lateral_belt_region	lh
1211	cortex_lh_AL	cortex	AL	anterior_lateral_belt_region	lh
1212	cortex_lh_RTL	cortex	RTL	lateral_rostrotemporal_belt_region	lh
1214	cortex_lh_CM	cortex	CM	caudomedial_belt_region	lh
1216	cortex_lh_RM	cortex	RM	rostromedial_belt_region	lh
1217	cortex_lh_RTM	cortex	RTM	medial_rostrotemporal_belt_region	lh
1218	cortex_lh_RTp	cortex	RTp	polar_rostrotemporal_cortex	lh
1221	cortex_lh_R	cortex	R	rostral_core_region	lh
1222	cortex_lh_RT	cortex	RT	rostrotemporal_core_region	lh
1223	cortex_lh_AI	cortex	AI	primary_auditory_cortex	lh
1226	cortex_lh_Pi	cortex	Pi	parainsula	lh
1228	cortex_lh_Ia/Id	cortex	Ia/Id	agranular_and_dysgranular_insula	lh
1229	cortex_lh_Ig	cortex	Ig	granular_insula	lh
1230	cortex_lh_Ri	cortex	Ri	retroinsula	lh
1232	cortex_lh_MT	cortex	MT	middle_temporal_area	lh
1235	cortex_lh_V4d	cortex	V4d	dorsal_visual_area_4	lh
1236	cortex_lh_V4v	cortex	V4v	ventral_visual_area_4	lh
1240	cortex_lh_V3A	cortex	V3A	visual_area_V3A	lh
1241	cortex_lh_V3d	cortex	V3d	dorsal_visual_area_3	lh
1242	cortex_lh_V3v	cortex	V3v	ventral_visual_area_3	lh
1244	cortex_lh_possibly_V2	cortex	possibly_V2	possibly_part_of_visual_area_2	lh
1245	cortex_lh_clearly_V2	cortex	clearly_V2	clearly_part_of_visual_area_2	lh
1246	cortex_lh_V1	cortex	V1	primary_visual_cortex	lh
504	subcortex_rh_Cl	subcortex	Cl	claustrum	rh
507	subcortex_rh_DEn	subcortex	DEn	dorsal_endopiriform_claustrum	rh
508	subcortex_rh_VEn	subcortex	VEn	ventral_endopiriform_claustrum	rh
509	subcortex_rh_Pir	subcortex	Pir	piriform_cortex	rh
512	subcortex_rh_Hi	subcortex	Hi	hippocampus	rh
513	subcortex_rh_S	subcortex	S	subicular_complex	rh
514	subcortex_rh_fi	subcortex	fi	fimbria	rh
515	subcortex_rh_f	subcortex	f	fornix	rh
519	subcortex_rh_BM	subcortex	BM	basomedial_amygdaloid_nucleus	rh
520	subcortex_rh_VCo	subcortex	VCo	ventral_cortical_amygdaloid_nucleus	rh
521	subcortex_rh_AHi	subcortex	AHi	amygdalohippocampal_area	rh
524	subcortex_rh_LaD	subcortex	LaD	lateral_dorsal_amygdaloid_nucleus	rh
525	subcortex_rh_LaV	subcortex	LaV	lateral_ventral_amygdaloid_nucleus	rh
526	subcortex_rh_APir	subcortex	APir	amygdalopiriform_transition_area	rh
528	subcortex_rh_BLD	subcortex	BLD	basolateral_dorsal_amygdaloid_nucleus	rh
529	subcortex_rh_BLI	subcortex	BLI	basolateral_intermediate_amygdaloid_nucleus	rh
530	subcortex_rh_BLV	subcortex	BLV	basolateral_ventral_amygdaloid_nucleus	rh
531	subcortex_rh_PaL	subcortex	PaL	paralaminar_amygdaloid_nucleus	rh
534	subcortex_rh_Ce	subcortex	Ce	central_amygdaloid_nucleus	rh
536	subcortex_rh_Me	subcortex	Me	medial_amygdaloid_nucleus	rh
537	subcortex_rh_AA	subcortex	AA	anterior_amygdaloid_area	rh
539	subcortex_rh_EA	subcortex	EA	extended_amygdala	rh
540	subcortex_rh_IPAC	subcortex	IPAC	posterior_interstitial_nucleus	rh
541	subcortex_rh_STIA	subcortex	STIA	intraamygdaloid_stria_terminalis	rh
546	subcortex_rh_CdH	subcortex	CdH	caudate_head	rh
547	subcortex_rh_CdT	subcortex	CdT	caudate_tail	rh
548	subcortex_rh_Pu	subcortex	Pu	putamen	rh
549	subcortex_rh_ASt	subcortex	ASt	amygdalostriatal_transition	rh
550	subcortex_rh_ic	subcortex	ic	internal_capsule	rh
552	subcortex_rh_Acb	subcortex	Acb	accumbens	rh
553	subcortex_rh_Tu	subcortex	Tu	olfactory_tubercule	rh
556	subcortex_rh_EGP	subcortex	EGP	external_globus_pallidus	rh
557	subcortex_rh_IGP	subcortex	IGP	internal_globus_pallidus	rh
558	subcortex_rh_al	subcortex	al	ansa_lenticularis	rh
559	subcortex_rh_ac	subcortex	ac	anterior_commissure	rh
560	subcortex_rh_VP	subcortex	VP	ventral_pallidum	rh
563	subcortex_rh_PeB	subcortex	PeB	peri-basal_region	rh
564	subcortex_rh_B	subcortex	B	basal_nucleus	rh
565	subcortex_rh_ST	subcortex	ST	bed_nucleus_of_the_stria_terminalis	rh
567	subcortex_rh_SFi	subcortex	SFi	septimbrial_nucleus	rh
568	subcortex_rh_SDB	subcortex	SDB	septum_diagonal_band	rh
570	subcortex_rh_opt	subcortex	opt	optic_tract	rh
572	subcortex_rh_PO	subcortex	PO	preoptic_area	rh
573	subcortex_rh_LTer-VOLT	subcortex	LTer-VOLT	lamina_terminalis	rh
578	subcortex_rh_Pa	subcortex	Pa	paraventricular_hypothalamus	rh
580	subcortex_rh_VMH	subcortex	VMH	ventromedial_hypothalamic_nucleus	rh
581	subcortex_rh_MEm	subcortex	MEm	medial_emminence	rh
582	subcortex_rh_Arc	subcortex	Arc	arcuate_nucleus	rh
584	subcortex_rh_SOpt	subcortex	SOpt	supraoptic_hypothalamus	rh
585	subcortex_rh_AH	subcortex	AH	anterior_hypothalamic_area	rh
586	subcortex_rh_DM	subcortex	DM	dorsal_medial_hypothalamic_nucleus	rh
588	subcortex_rh_LH	subcortex	LH	lateral_hypothalamic_area	rh
589	subcortex_rh_JPLH	subcortex	JPLH	justaparaventricular_lateral_hypothalamus	rh
590	subcortex_rh_PLH	subcortex	PLH	peduncular_lateral_hypothalamus	rh
591	subcortex_rh_STh	subcortex	STh	subthalamic_nucleus	rh
594	subcortex_rh_PH	subcortex	PH	posterior_hypothalamic_nucleus	rh
596	subcortex_rh_PeF	subcortex	PeF	prefornical_hypothalamus	rh
598	subcortex_rh_RM	subcortex	RM	retromammillary_hypothalamus	rh
599	subcortex_rh_MM	subcortex	MM	mammillary_hypothalamus	rh
601	subcortex_rh_APit	subcortex	APit	anterior_pituitary	rh
602	subcortex_rh_PPit	subcortex	PPit	posterior_pituitary	rh
604	subcortex_rh_ZI-H	subcortex	ZI-H	zona_incerta_and_lenticular_fascicles	rh
606	subcortex_rh_Rt	subcortex	Rt	reticular_thalamus	rh
610	subcortex_rh_A	subcortex	A	anterior_thalamus	rh
611	subcortex_rh_cap	subcortex	cap	capsule_of_the_antherior_thalamus	rh
613	subcortex_rh_CL-PC	subcortex	CL-PC	centrolateral_and_paracentral_thalamus	rh
614	subcortex_rh_CMn-PF	subcortex	CMn-PF	centromedial-parafascicular_thalamus	rh
616	subcortex_rh_SPFPC	subcortex	SPFPC	subparafascicular_nucleus	rh
617	subcortex_rh_SG	subcortex	SG	supra_geniculate	rh
618	subcortex_rh_Lim	subcortex	Lim	limitans_thalamus	rh
619	subcortex_rh_MD	subcortex	MD	mediodorsal_thalamus	rh
621	subcortex_rh_IMD	subcortex	IMD	intermediodorsal_thalamus	rh
622	subcortex_rh_PT-PV-sm	subcortex	PT-PV-sm	paratenial-paraventral-thalamus	rh
623	subcortex_rh_PVP	subcortex	PVP	paraventricular_posterior_thalamus	rh
624	subcortex_rh_PVA	subcortex	PVA	paraventricular_anterior_thalamus	rh
625	subcortex_rh_IAM	subcortex	IAM	interanteromedial_thalamus	rh
626	subcortex_rh_CM	subcortex	CM	central_medial_thalamus	rh
627	subcortex_rh_Re-Rh-Xi	subcortex	Re-Rh-Xi	Reuniens-rhomboid-xiphoid_thalamus	rh
630	subcortex_rh_VA	subcortex	VA	ventral_anterior_thalamus	rh
631	subcortex_rh_VLA	subcortex	VLA	ventral_lateral_anterior_thalamus	rh
633	subcortex_rh_VLX	subcortex	VLX	ventral_lateral_x_thalamus	rh
634	subcortex_rh_VLPV	subcortex	VLPV	ventral_lateral_posteroventral_thalamus	rh
635	subcortex_rh_VLPD	subcortex	VLPD	ventral_lateral_posterodorsal_thalamus	rh
637	subcortex_rh_VPM-VPL	subcortex	VPM-VPL	ventroposterior_medial_and_lateral_thalamus	rh
638	subcortex_rh_VMPo-VMB	subcortex	VMPo-VMB	ventromedial_posterior+basal_thalamus	rh
639	subcortex_rh_VPI	subcortex	VPI	ventroposterior_inferior_thalamus	rh
640	subcortex_rh_VM	subcortex	VM	ventral_medial_thalamus	rh
642	subcortex_rh_LP	subcortex	LP	lateral_posterior_thalamus	rh
643	subcortex_rh_LD	subcortex	LD	lateral_dorsal_thalamus	rh
645	subcortex_rh_APul	subcortex	APul	anterior_pulvinar	rh
646	subcortex_rh_MPul	subcortex	MPul	medial_pulvinar	rh
647	subcortex_rh_LPul	subcortex	LPul	lateral_pulvinar	rh
648	subcortex_rh_IPul	subcortex	IPul	inferior_pulvinar	rh
