ID	label	region	name	name_full	hemi	color	key_L1	name_L1	key_L2	name_L2	key_L3	name_L3
535	subcortex_rh_mAmy	subcortex	mAmy	medial_amygdala (mAmy)	rh		1	telencephalon (tel)	16	amygdala (Amy)	32	subpallial_amygdala (spAmy)
538	subcortex_rh_pdAmy	subcortex	pdAmy	pallidal_amygdala (pdAmy)	rh		1	telencephalon (tel)	16	amygdala (Amy)	32	subpallial_amygdala (spAmy)
544	subcortex_rh_DStr	subcortex	DStr	dorsal_striatum (DStr)	rh		1	telencephalon (tel)	42	basal_ganglia (BG)	43	striatum (Str)
551	subcortex_rh_VStr	subcortex	VStr	ventral_striatum (VStr)	rh		1	telencephalon (tel)	42	basal_ganglia (BG)	43	striatum (Str)
554	subcortex_rh_Pd	subcortex	Pd	pallidum (Pd)	rh		1	telencephalon (tel)	42	basal_ganglia (BG)	54	pallidum (Pd)
562	subcortex_rh_BR	subcortex	BR	basal_nucleus_region (BR)	rh		1	telencephalon (tel)	61	diagonal_subpallium (DSP)	61	diagonal_subpallium (DSP)
565	subcortex_rh_ST	subcortex	ST	bed_nucleus_of_the_stria_terminalis (ST)	rh		1	telencephalon (tel)	61	diagonal_subpallium (DSP)	61	diagonal_subpallium (DSP)
566	subcortex_rh_SDBR	subcortex	SDBR	septum_diagonal_band_complex (SDBR)	rh		1	telencephalon (tel)	61	diagonal_subpallium (DSP)	61	diagonal_subpallium (DSP)
570	subcortex_rh_opt	subcortex	opt	optic_tract (opt)	rh		1	telencephalon (tel)	69	preoptic_complex (POC)	69	preoptic_complex (POC)
571	subcortex_rh_POR	subcortex	POR	preoptic_region (POR)	rh		1	telencephalon (tel)	69	preoptic_complex (POC)	69	preoptic_complex (POC)
577	subcortex_rh_MTHy	subcortex	MTHy	medial_tuberal_hypothalamus (MTHy)	rh		74	diencephalon (di)	75	hypothalamus (Hy)	76	tuberal_hypothalamus (THy)
579	subcortex_rh_VTHy	subcortex	VTHy	ventral_tuberal_hypothalamus (VTHy)	rh		74	diencephalon (di)	75	hypothalamus (Hy)	76	tuberal_hypothalamus (THy)
583	subcortex_rh_DTHy	subcortex	DTHy	dorsal_tuberal_hypothalamus (DTHy)	rh		74	diencephalon (di)	75	hypothalamus (Hy)	76	tuberal_hypothalamus (THy)
593	subcortex_rh_DPHy	subcortex	DPHy	dorsal_posterior_hypothalamus (DPHy)	rh		74	diencephalon (di)	75	hypothalamus (Hy)	92	posterior_hypothalamus (PHy)
595	subcortex_rh_VPHy	subcortex	VPHy	ventral_posterior_hypothalamus (VPHy)	rh		74	diencephalon (di)	75	hypothalamus (Hy)	92	posterior_hypothalamus (PHy)
600	subcortex_rh_Pit	subcortex	Pit	pituitary (Pit)	rh		74	diencephalon (di)	75	hypothalamus (Hy)	100	pituitary (Pit)
604	subcortex_rh_ZI-H	subcortex	ZI-H	zona_incerta_and_lenticular_fascicles (ZI-H)	rh		74	diencephalon (di)	103	prethalamus (PreThal)	104	zona_incerta_and_lenticular_fascicles (ZI-H)
606	subcortex_rh_Rt	subcortex	Rt	reticular_thalamus (Rt)	rh		74	diencephalon (di)	105	thalamus (Thal)	106	reticular_thalamus (Rt)
608	subcortex_rh_A+	subcortex	A+	anterior_thalamus+ (A+)	rh		74	diencephalon (di)	105	thalamus (Thal)	107	medial_thalamus (MThal)
612	subcortex_rh_ILThal	subcortex	ILThal	intralaminar_thalamus (ILThal)	rh		74	diencephalon (di)	105	thalamus (Thal)	107	medial_thalamus (MThal)
619	subcortex_rh_MD	subcortex	MD	mediodorsal_thalamus (MD)	rh		74	diencephalon (di)	105	thalamus (Thal)	107	medial_thalamus (MThal)
620	subcortex_rh_MLThal	subcortex	MLThal	midline_thalamus (MLThal)	rh		74	diencephalon (di)	105	thalamus (Thal)	120	midline_thalamus (MLThal)
629	subcortex_rh_PNThal	subcortex	PNThal	pallido_nigral_thalamus (PNThal)	rh		74	diencephalon (di)	105	thalamus (Thal)	128	ventral_thalamus (VThal)
632	subcortex_rh_CbThal	subcortex	CbThal	cerebellar_thalamus (CbThal)	rh		74	diencephalon (di)	105	thalamus (Thal)	128	ventral_thalamus (VThal)
636	subcortex_rh_SpThal	subcortex	SpThal	spinal_thalamus (SpThal)	rh		74	diencephalon (di)	105	thalamus (Thal)	128	ventral_thalamus (VThal)
642	subcortex_rh_LP	subcortex	LP	lateral_posterior_thalamus (LP)	rh		74	diencephalon (di)	105	thalamus (Thal)	141	posterior_thalamus (PThal)
643	subcortex_rh_LD	subcortex	LD	lateral_dorsal_thalamus (LD)	rh		74	diencephalon (di)	105	thalamus (Thal)	141	posterior_thalamus (PThal)
644	subcortex_rh_Pul	subcortex	Pul	pulvinar_thalamus (Pul)	rh		74	diencephalon (di)	105	thalamus (Thal)	141	posterior_thalamus (PThal)
651	subcortex_rh_DLG	subcortex	DLG	dorsal_lateral_geniculate (DLG)	rh		74	diencephalon (di)	105	thalamus (Thal)	150	geniculate_thalamus (GThal)
652	subcortex_rh_MG	subcortex	MG	medial_geniculate (MG)	rh		74	diencephalon (di)	105	thalamus (Thal)	150	geniculate_thalamus (GThal)
654	subcortex_rh_Pi	subcortex	Pi	pineal_gland (Pi)	rh		74	diencephalon (di)	153	epithalamus (EpiThal)	153	epithalamus (EpiThal)
655	subcortex_rh_Hb	subcortex	Hb	habenula (Hb)	rh		74	diencephalon (di)	153	epithalamus (EpiThal)	153	epithalamus (EpiThal)
656	subcortex_rh_PrT	subcortex	PrT	pretectum (PrT)	rh		74	diencephalon (di)	156	pretectum (PrT)	156	pretectum (PrT)
665	subcortex_rh_Co	subcortex	Co	colliculi (Co)	rh		162	mesencephalon (mes)	163	midbrain (Mid)	164	dorsal_midbrain (DMid)
670	subcortex_rh_PAGR	subcortex	PAGR	periaqueductal_gray_region (PAGR)	rh		162	mesencephalon (mes)	163	midbrain (Mid)	164	dorsal_midbrain (DMid)
674	subcortex_rh_TgMid	subcortex	TgMid	midbrain_tegmentum (TgMid)	rh		162	mesencephalon (mes)	163	midbrain (Mid)	173	lateral_midbrain (LMid)
682	subcortex_rh_RtMid	subcortex	RtMid	midbrain_reticulum (RtMid)	rh		162	mesencephalon (mes)	163	midbrain (Mid)	173	lateral_midbrain (LMid)
686	subcortex_rh_OC+	subcortex	OC+	occulomotor_region (OC+)	rh		162	mesencephalon (mes)	163	midbrain (Mid)	185	medial_midbrain (MMid)
689	subcortex_rh_raphe_Mid	subcortex	raphe_Mid	midbrain_raphe (raphe_Mid)	rh		162	mesencephalon (mes)	163	midbrain (Mid)	185	medial_midbrain (MMid)
694	subcortex_rh_R+	subcortex	R+	rubral_region (R+)	rh		162	mesencephalon (mes)	163	midbrain (Mid)	193	ventral_midbrain (VMid)
697	subcortex_rh_DA_Mid	subcortex	DA_Mid	midbrain_dopaminergic_complex (DA_Mid)	rh		162	mesencephalon (mes)	163	midbrain (Mid)	193	ventral_midbrain (VMid)
707	subcortex_rh_PBC	subcortex	PBC	parabrachial_complex (PBC)	rh		204	metencephalon (met)	205	pons (Pons)	206	dorsal_pons (DPons)
712	subcortex_rh_LGR	subcortex	LGR	locus-central_gray_region (LGR)	rh		204	metencephalon (met)	205	pons (Pons)	206	dorsal_pons (DPons)
716	subcortex_rh_tgPons	subcortex	tgPons	pontine_dorsal_tegmentum (tgPons)	rh		204	metencephalon (met)	205	pons (Pons)	206	dorsal_pons (DPons)
720	subcortex_rh_ll+	subcortex	ll+	lateral_lemniscus_complex (ll+)	rh		204	metencephalon (met)	205	pons (Pons)	219	lateral_pons (LPons)
725	subcortex_rh_retPons	subcortex	retPons	pontine_reticulum (retPons)	rh		204	metencephalon (met)	205	pons (Pons)	224	ventral_pons (VPons)
731	subcortex_rh_SO/ml	subcortex	SO/ml	superior_olive+lemiscal_region (SO/ml)	rh		204	metencephalon (met)	205	pons (Pons)	224	ventral_pons (VPons)
735	subcortex_rh_Pn+	subcortex	Pn+	pontine_nucleus_region (Pn+)	rh		204	metencephalon (met)	205	pons (Pons)	224	ventral_pons (VPons)
742	subcortex_rh_wmCB	subcortex	wmCB	cerebellar_white_matter (wmCB)	rh		204	metencephalon (met)	241	cerebellum (Cb)	242	cerebellar_white_matter (wmCB)
745	subcortex_rh_DCb	subcortex	DCb	deep_cerebellar_nuclei (DCb)	rh		204	metencephalon (met)	241	cerebellum (Cb)	245	deep_cerebellar_nuclei (DCb)
752	subcortex_rh_Fl-PFl	subcortex	Fl-PFl	floculus_parafloculus (Fl-PFl)	rh		204	metencephalon (met)	241	cerebellum (Cb)	251	cerebellar_cortex (CbCx)
755	subcortex_rh_VCbCx	subcortex	VCbCx	vermis_cerebellar_cortex (VCbCx)	rh		204	metencephalon (met)	241	cerebellum (Cb)	251	cerebellar_cortex (CbCx)
768	subcortex_rh_ICbCx	subcortex	ICbCx	intermediate_cerebellar_cortex (ICbCx)	rh		204	metencephalon (met)	241	cerebellum (Cb)	251	cerebellar_cortex (CbCx)
776	subcortex_rh_LCbCx	subcortex	LCbCx	lateral_cerebellar_cortex (LCbCx)	rh		204	metencephalon (met)	241	cerebellum (Cb)	251	cerebellar_cortex (CbCx)
782	subcortex_rh_VCC	subcortex	VCC	vestibulo_cochlear_complex (VCC)	rh		279	myelencephalon (myel)	280	medulla (Med)	281	dorsal_medulla (DMed)
787	subcortex_rh_C5	subcortex	C5	trigeminal_complex (C5)	rh		279	myelencephalon (myel)	280	medulla (Med)	281	dorsal_medulla (DMed)
794	subcortex_rh_SVC	subcortex	SVC	somatovisceral_complex (SVC)	rh		279	myelencephalon (myel)	280	medulla (Med)	281	dorsal_medulla (DMed)
800	subcortex_rh_MedMC	subcortex	MedMC	medullar_motor_complex (MedMC)	rh		279	myelencephalon (myel)	280	medulla (Med)	299	intermediate_medulla (IMed)
803	subcortex_rh_MedRet	subcortex	MedRet	medullar_reticulum (MedRet)	rh		279	myelencephalon (myel)	280	medulla (Med)	299	intermediate_medulla (IMed)
808	subcortex_rh_MedRaphe	subcortex	MedRaphe	medullar-Raphe (MedRaphe)	rh		279	myelencephalon (myel)	280	medulla (Med)	299	intermediate_medulla (IMed)
812	subcortex_rh_PreCbMed	subcortex	PreCbMed	precerebellar_medulla (PreCbMed)	rh		279	myelencephalon (myel)	280	medulla (Med)	311	ventral_medulla (VMed)
815	subcortex_rh_vmt	subcortex	vmt	ventral_medullar_tracts (vmt)	rh		279	myelencephalon (myel)	280	medulla (Med)	311	ventral_medulla (VMed)
1504	subcortex_lh_Cl	subcortex	Cl	claustrum (Cl)	lh		1001	telencephalon (tel)	1002	lateral_and_ventral_pallium (LVPal)	1003	lateral_pallium (LPal)
1506	subcortex_lh_En	subcortex	En	endopiriform_claustrum (En)	lh		1001	telencephalon (tel)	1002	lateral_and_ventral_pallium (LVPal)	1005	ventral_pallium (VPal)
1509	subcortex_lh_Pir	subcortex	Pir	piriform_cortex (Pir)	lh		1001	telencephalon (tel)	1002	lateral_and_ventral_pallium (LVPal)	1005	ventral_pallium (VPal)
1511	subcortex_lh_HF	subcortex	HF	hippocampal_formation (HF)	lh		1001	telencephalon (tel)	1010	medial_pallium (MPal)	1011	hippocampal_formation (HF)
1515	subcortex_lh_f	subcortex	f	fornix (f)	lh		1001	telencephalon (tel)	1010	medial_pallium (MPal)	1015	fornix (f)
1518	subcortex_lh_vpAmy	subcortex	vpAmy	ventropallial_amygdala (vpAmy)	lh		1001	telencephalon (tel)	1016	amygdala (Amy)	1017	pallial_amygdala (pAmy)
1522	subcortex_lh_lpAmy	subcortex	lpAmy	lateropallial_amygdala (lpAmy)	lh		1001	telencephalon (tel)	1016	amygdala (Amy)	1017	pallial_amygdala (pAmy)
1533	subcortex_lh_stAmy	subcortex	stAmy	striatal_amygdala (stAmy)	lh		1001	telencephalon (tel)	1016	amygdala (Amy)	1032	subpallial_amygdala (spAmy)
1535	subcortex_lh_mAmy	subcortex	mAmy	medial_amygdala (mAmy)	lh		1001	telencephalon (tel)	1016	amygdala (Amy)	1032	subpallial_amygdala (spAmy)
1538	subcortex_lh_pdAmy	subcortex	pdAmy	pallidal_amygdala (pdAmy)	lh		1001	telencephalon (tel)	1016	amygdala (Amy)	1032	subpallial_amygdala (spAmy)
1544	subcortex_lh_DStr	subcortex	DStr	dorsal_striatum (DStr)	lh		1001	telencephalon (tel)	1042	basal_ganglia (BG)	1043	striatum (Str)
1551	subcortex_lh_VStr	subcortex	VStr	ventral_striatum (VStr)	lh		1001	telencephalon (tel)	1042	basal_ganglia (BG)	1043	striatum (Str)
1554	subcortex_lh_Pd	subcortex	Pd	pallidum (Pd)	lh		1001	telencephalon (tel)	1042	basal_ganglia (BG)	1054	pallidum (Pd)
1562	subcortex_lh_BR	subcortex	BR	basal_nucleus_region (BR)	lh		1001	telencephalon (tel)	1061	diagonal_subpallium (DSP)	1061	diagonal_subpallium (DSP)
1565	subcortex_lh_ST	subcortex	ST	bed_nucleus_of_the_stria_terminalis (ST)	lh		1001	telencephalon (tel)	1061	diagonal_subpallium (DSP)	1061	diagonal_subpallium (DSP)
1566	subcortex_lh_SDBR	subcortex	SDBR	septum_diagonal_band_complex (SDBR)	lh		1001	telencephalon (tel)	1061	diagonal_subpallium (DSP)	1061	diagonal_subpallium (DSP)
1570	subcortex_lh_opt	subcortex	opt	optic_tract (opt)	lh		1001	telencephalon (tel)	1069	preoptic_complex (POC)	1069	preoptic_complex (POC)
1571	subcortex_lh_POR	subcortex	POR	preoptic_region (POR)	lh		1001	telencephalon (tel)	1069	preoptic_complex (POC)	1069	preoptic_complex (POC)
1577	subcortex_lh_MTHy	subcortex	MTHy	medial_tuberal_hypothalamus (MTHy)	lh		1074	diencephalon (di)	1075	hypothalamus (Hy)	1076	tuberal_hypothalamus (THy)
1579	subcortex_lh_VTHy	subcortex	VTHy	ventral_tuberal_hypothalamus (VTHy)	lh		1074	diencephalon (di)	1075	hypothalamus (Hy)	1076	tuberal_hypothalamus (THy)
1583	subcortex_lh_DTHy	subcortex	DTHy	dorsal_tuberal_hypothalamus (DTHy)	lh		1074	diencephalon (di)	1075	hypothalamus (Hy)	1076	tuberal_hypothalamus (THy)
1593	subcortex_lh_DPHy	subcortex	DPHy	dorsal_posterior_hypothalamus (DPHy)	lh		1074	diencephalon (di)	1075	hypothalamus (Hy)	1092	posterior_hypothalamus (PHy)
1595	subcortex_lh_VPHy	subcortex	VPHy	ventral_posterior_hypothalamus (VPHy)	lh		1074	diencephalon (di)	1075	hypothalamus (Hy)	1092	posterior_hypothalamus (PHy)
1600	subcortex_lh_Pit	subcortex	Pit	pituitary (Pit)	lh		1074	diencephalon (di)	1075	hypothalamus (Hy)	1100	pituitary (Pit)
1604	subcortex_lh_ZI-H	subcortex	ZI-H	zona_incerta_and_lenticular_fascicles (ZI-H)	lh		1074	diencephalon (di)	1103	prethalamus (PreThal)	1104	zona_incerta_and_lenticular_fascicles (ZI-H)
1606	subcortex_lh_Rt	subcortex	Rt	reticular_thalamus (Rt)	lh		1074	diencephalon (di)	1105	thalamus (Thal)	1106	reticular_thalamus (Rt)
1608	subcortex_lh_A+	subcortex	A+	anterior_thalamus+ (A+)	lh		1074	diencephalon (di)	1105	thalamus (Thal)	1107	medial_thalamus (MThal)
1612	subcortex_lh_ILThal	subcortex	ILThal	intralaminar_thalamus (ILThal)	lh		1074	diencephalon (di)	1105	thalamus (Thal)	1107	medial_thalamus (MThal)
1619	subcortex_lh_MD	subcortex	MD	mediodorsal_thalamus (MD)	lh		1074	diencephalon (di)	1105	thalamus (Thal)	1107	medial_thalamus (MThal)
1620	subcortex_lh_MLThal	subcortex	MLThal	midline_thalamus (MLThal)	lh		1074	diencephalon (di)	1105	thalamus (Thal)	1120	midline_thalamus (MLThal)
1629	subcortex_lh_PNThal	subcortex	PNThal	pallido_nigral_thalamus (PNThal)	lh		1074	diencephalon (di)	1105	thalamus (Thal)	1128	ventral_thalamus (VThal)
1632	subcortex_lh_CbThal	subcortex	CbThal	cerebellar_thalamus (CbThal)	lh		1074	diencephalon (di)	1105	thalamus (Thal)	1128	ventral_thalamus (VThal)
1636	subcortex_lh_SpThal	subcortex	SpThal	spinal_thalamus (SpThal)	lh		1074	diencephalon (di)	1105	thalamus (Thal)	1128	ventral_thalamus (VThal)
1642	subcortex_lh_LP	subcortex	LP	lateral_posterior_thalamus (LP)	lh		1074	diencephalon (di)	1105	thalamus (Thal)	1141	posterior_thalamus (PThal)
1643	subcortex_lh_LD	subcortex	LD	lateral_dorsal_thalamus (LD)	lh		1074	diencephalon (di)	1105	thalamus (Thal)	1141	posterior_thalamus (PThal)
1644	subcortex_lh_Pul	subcortex	Pul	pulvinar_thalamus (Pul)	lh		1074	diencephalon (di)	1105	thalamus (Thal)	1141	posterior_thalamus (PThal)
1651	subcortex_lh_DLG	subcortex	DLG	dorsal_lateral_geniculate (DLG)	lh		1074	diencephalon (di)	1105	thalamus (Thal)	1150	geniculate_thalamus (GThal)
1652	subcortex_lh_MG	subcortex	MG	medial_geniculate (MG)	lh		1074	diencephalon (di)	1105	thalamus (Thal)	1150	geniculate_thalamus (GThal)
1654	subcortex_lh_Pi	subcortex	Pi	pineal_gland (Pi)	lh		1074	diencephalon (di)	1153	epithalamus (EpiThal)	1153	epithalamus (EpiThal)
1655	subcortex_lh_Hb	subcortex	Hb	habenula (Hb)	lh		1074	diencephalon (di)	1153	epithalamus (EpiThal)	1153	epithalamus (EpiThal)
1656	subcortex_lh_PrT	subcortex	PrT	pretectum (PrT)	lh		1074	diencephalon (di)	1156	pretectum (PrT)	1156	pretectum (PrT)
1665	subcortex_lh_Co	subcortex	Co	colliculi (Co)	lh		1162	mesencephalon (mes)	1163	midbrain (Mid)	1164	dorsal_midbrain (DMid)
1670	subcortex_lh_PAGR	subcortex	PAGR	periaqueductal_gray_region (PAGR)	lh		1162	mesencephalon (mes)	1163	midbrain (Mid)	1164	dorsal_midbrain (DMid)
1674	subcortex_lh_TgMid	subcortex	TgMid	midbrain_tegmentum (TgMid)	lh		1162	mesencephalon (mes)	1163	midbrain (Mid)	1173	lateral_midbrain (LMid)
1682	subcortex_lh_RtMid	subcortex	RtMid	midbrain_reticulum (RtMid)	lh		1162	mesencephalon (mes)	1163	midbrain (Mid)	1173	lateral_midbrain (LMid)
1686	subcortex_lh_OC+	subcortex	OC+	occulomotor_region (OC+)	lh		1162	mesencephalon (mes)	1163	midbrain (Mid)	1185	medial_midbrain (MMid)
1689	subcortex_lh_raphe_Mid	subcortex	raphe_Mid	midbrain_raphe (raphe_Mid)	lh		1162	mesencephalon (mes)	1163	midbrain (Mid)	1185	medial_midbrain (MMid)
1694	subcortex_lh_R+	subcortex	R+	rubral_region (R+)	lh		1162	mesencephalon (mes)	1163	midbrain (Mid)	1193	ventral_midbrain (VMid)
1697	subcortex_lh_DA_Mid	subcortex	DA_Mid	midbrain_dopaminergic_complex (DA_Mid)	lh		1162	mesencephalon (mes)	1163	midbrain (Mid)	1193	ventral_midbrain (VMid)
1707	subcortex_lh_PBC	subcortex	PBC	parabrachial_complex (PBC)	lh		1204	metencephalon (met)	1205	pons (Pons)	1206	dorsal_pons (DPons)
1712	subcortex_lh_LGR	subcortex	LGR	locus-central_gray_region (LGR)	lh		1204	metencephalon (met)	1205	pons (Pons)	1206	dorsal_pons (DPons)
1716	subcortex_lh_tgPons	subcortex	tgPons	pontine_dorsal_tegmentum (tgPons)	lh		1204	metencephalon (met)	1205	pons (Pons)	1206	dorsal_pons (DPons)
1720	subcortex_lh_ll+	subcortex	ll+	lateral_lemniscus_complex (ll+)	lh		1204	metencephalon (met)	1205	pons (Pons)	1219	lateral_pons (LPons)
1725	subcortex_lh_retPons	subcortex	retPons	pontine_reticulum (retPons)	lh		1204	metencephalon (met)	1205	pons (Pons)	1224	ventral_pons (VPons)
1731	subcortex_lh_SO/ml	subcortex	SO/ml	superior_olive+lemiscal_region (SO/ml)	lh		1204	metencephalon (met)	1205	pons (Pons)	1224	ventral_pons (VPons)
1735	subcortex_lh_Pn+	subcortex	Pn+	pontine_nucleus_region (Pn+)	lh		1204	metencephalon (met)	1205	pons (Pons)	1224	ventral_pons (VPons)
1742	subcortex_lh_wmCB	subcortex	wmCB	cerebellar_white_matter (wmCB)	lh		1204	metencephalon (met)	1241	cerebellum (Cb)	1242	cerebellar_white_matter (wmCB)
1745	subcortex_lh_DCb	subcortex	DCb	deep_cerebellar_nuclei (DCb)	lh		1204	metencephalon (met)	1241	cerebellum (Cb)	1245	deep_cerebellar_nuclei (DCb)
1752	subcortex_lh_Fl-PFl	subcortex	Fl-PFl	floculus_parafloculus (Fl-PFl)	lh		1204	metencephalon (met)	1241	cerebellum (Cb)	1251	cerebellar_cortex (CbCx)
1755	subcortex_lh_VCbCx	subcortex	VCbCx	vermis_cerebellar_cortex (VCbCx)	lh		1204	metencephalon (met)	1241	cerebellum (Cb)	1251	cerebellar_cortex (CbCx)
1768	subcortex_lh_ICbCx	subcortex	ICbCx	intermediate_cerebellar_cortex (ICbCx)	lh		1204	metencephalon (met)	1241	cerebellum (Cb)	1251	cerebellar_cortex (CbCx)
1776	subcortex_lh_LCbCx	subcortex	LCbCx	lateral_cerebellar_cortex (LCbCx)	lh		1204	metencephalon (met)	1241	cerebellum (Cb)	1251	cerebellar_cortex (CbCx)
1782	subcortex_lh_VCC	subcortex	VCC	vestibulo_cochlear_complex (VCC)	lh		1279	myelencephalon (myel)	1280	medulla (Med)	1281	dorsal_medulla (DMed)
1787	subcortex_lh_C5	subcortex	C5	trigeminal_complex (C5)	lh		1279	myelencephalon (myel)	1280	medulla (Med)	1281	dorsal_medulla (DMed)
1794	subcortex_lh_SVC	subcortex	SVC	somatovisceral_complex (SVC)	lh		1279	myelencephalon (myel)	1280	medulla (Med)	1281	dorsal_medulla (DMed)
1800	subcortex_lh_MedMC	subcortex	MedMC	medullar_motor_complex (MedMC)	lh		1279	myelencephalon (myel)	1280	medulla (Med)	1299	intermediate_medulla (IMed)
1803	subcortex_lh_MedRet	subcortex	MedRet	medullar_reticulum (MedRet)	lh		1279	myelencephalon (myel)	1280	medulla (Med)	1299	intermediate_medulla (IMed)
1808	subcortex_lh_MedRaphe	subcortex	MedRaphe	medullar-Raphe (MedRaphe)	lh		1279	myelencephalon (myel)	1280	medulla (Med)	1299	intermediate_medulla (IMed)
1812	subcortex_lh_PreCbMed	subcortex	PreCbMed	precerebellar_medulla (PreCbMed)	lh		1279	myelencephalon (myel)	1280	medulla (Med)	1311	ventral_medulla (VMed)
1815	subcortex_lh_vmt	subcortex	vmt	ventral_medullar_tracts (vmt)	lh		1279	myelencephalon (myel)	1280	medulla (Med)	1311	ventral_medulla (VMed)
-1	WM_rh_ctxWM	WM	ctxWM	cerebral_white_matter	rh							
-1001	WM_lh_ctxWM	WM	ctxWM	cerebral_white_matter	lh							
-501	WM_rh_cbWM	WM	cbWM	cerebellum_white_matter	rh							
-1501	WM_lh_cbWM	WM	cbWM	cerebellum_white_matter	lh							
-2	CSF_rh_CSF	CSF	CSF	CSF	rh							
-1002	CSF_lh_CSF	CSF	CSF	CSF	lh							
